the_geom,Join_Count,TARGET_FID,OBJECTID_1,OBJECTID,NHood_Name,NHood_Num,Shape_Leng,New_Nhood_,Acres,DistrictNu,Neighborho,Shape_Le_1,Shape_Area
"MULTIPOLYGON (((-82.9915246858219 42.384389530036586, -82.99249440072958 42.384002745181725, -82.98958134362418 42.379872903163545, -82.98653220797414 42.375527677129334, -82.9865380001364 42.375524999630954, -82.98767699952835 42.37500100029954, -82.98877299977224 42.37449899996282, -82.98974200008527 42.374056000327606, -82.9908459999369 42.37355200013034, -82.99194399975438 42.373048999960176, -82.99386799943524 42.37216600002366, -82.99411391277532 42.37204889837819, -82.99585823087915 42.37450161339487, -82.99666394977103 42.3756473918698, -82.9977602604019 42.37720491627648, -82.99883413091351 42.37873046447044, -83.00033986566392 42.38086879888893, -83.0020397497962 42.383286413266404, -83.00299897748327 42.38464864755794, -83.00395403767463 42.38600902125155, -83.00544625574047 42.388125871360465, -83.00673028099564 42.38994755829634, -83.00707598832645 42.390324844597096, -83.00708450488257 42.390326751354614, -83.00675600017999 42.39082500037593, -83.00670099947268 42.3909069996735, -83.00640099991514 42.39129300023055, -83.00630999971351 42.39141000031479, -83.00604499992265 42.391469999663315, -83.00344800009614 42.391906000047115, -83.00325499962366 42.3919299996229, -83.00275400029614 42.39198999963789, -83.00267999964733 42.39199900015214, -83.00185399989896 42.39205299990971, -83.00129999984276 42.392085999684696, -83.00050599966248 42.39211100016113, -82.9995300001036 42.3921009995813, -82.99828700032089 42.392094999734596, -82.99796000003474 42.39209400007665, -82.99747999975564 42.392104999810094, -82.99709699975878 42.39212600037286, -82.99661900056795 42.39216699991124, -82.9962270003176 42.39221099992005, -82.99584300052845 42.392269000256356, -82.99538500047007 42.3923450001358, -82.99489300000815 42.392447999744654, -82.99450400024841 42.392544000240285, -82.99401099963872 42.392682000225086, -82.99371200037142 42.39277700041398, -82.99317599991454 42.392965000190884, -82.99266600005704 42.39316700014998, -82.99227699976376 42.39333000022086, -82.99189399951183 42.39352899999135, -82.9915690003682 42.393706999852085, -82.99149699976377 42.393746999738305, -82.99110300043287 42.393990000293776, -82.99088500026812 42.39413199981453, -82.99078600037491 42.39420200000156, -82.99036800023681 42.39449699986029, -82.98984899989105 42.39491499976133, -82.98931000003303 42.39530299969117, -82.98883499942045 42.39490100032594, -82.98834999995921 42.39416700039012, -82.98632699971935 42.39106799998546, -82.98579300057266 42.39024400030197, -82.98429299960328 42.38795599962071, -82.98395499944405 42.38742200010736, -82.98384999941662 42.387266000231435, -82.98111999968815 42.38310699968961, -82.98041900050796 42.38202799962898, -82.98019500012796 42.38168299978357, -82.97891700020705 42.37972600032176, -82.97880599986144 42.37948800026919, -82.97863800019826 42.37924899989307, -82.97857100036606 42.37914500013201, -82.97875099984654 42.37905399998918, -82.97921399951775 42.37884900024778, -82.97976899942917 42.37861199965076, -82.98042299957008 42.37833399981851, -82.98085200042453 42.378138000409386, -82.9817310004467 42.37773700025923, -82.98281199953388 42.37724099978467, -82.98292299967513 42.377189999622296, -82.98377301797974 42.37679776085625, -82.98502659309918 42.378597035439796, -82.98669617673441 42.380991490111676, -82.98959803908544 42.38515467641386, -82.9905637670036 42.384773532682374, -82.9915246858219 42.384389530036586)))",3,1,1,1,Gratiot Woods,75,27277.0743136,West End,1086.49884204,4,103,31380.7300469,31710328.0781
"MULTIPOLYGON (((-82.97584899959158 42.38933199966784, -82.97602899941465 42.38928799989399, -82.97678100057611 42.38950600027264, -82.97716099960331 42.38963699968717, -82.97850099939814 42.390097999901684, -82.97877699972369 42.390214999654454, -82.9788590003133 42.39024900026127, -82.97916200045096 42.390422000032196, -82.97947000014969 42.39062300000428, -82.98063600047428 42.39137999982494, -82.98084000051898 42.391511999971286, -82.98214000005589 42.39235699958134, -82.98235599968548 42.39250299972841, -82.98262200054502 42.392644999571836, -82.98321600008202 42.39293800039478, -82.98362799953495 42.39314300003864, -82.98377999987162 42.393231999592686, -82.98388900024567 42.393304999943624, -82.98426400058923 42.3935960002635, -82.98478899995796 42.39403699975341, -82.98492300019612 42.39414400044932, -82.98513200054838 42.39430899973579, -82.98547199972694 42.39466800001221, -82.98574700029211 42.39488200003598, -82.98598399953136 42.395084000376606, -82.98632599985051 42.39539599985858, -82.9865450000002 42.395621999627565, -82.98679499951913 42.39588600037221, -82.98691800022209 42.39600699971826, -82.98714000052846 42.39623700016332, -82.98726300058892 42.39634600016368, -82.98736199983504 42.396422000040296, -82.98745700039326 42.396487000408754, -82.98759500028933 42.39656600023191, -82.98723100044545 42.396837000167665, -82.98695300025885 42.39702999975108, -82.98667499988073 42.39720700007466, -82.98627199946128 42.39744399976262, -82.98602399965738 42.397579999814724, -82.98548099962517 42.397832000312505, -82.98479200029293 42.398123000139776, -82.98455999966288 42.39822099964311, -82.98413300044886 42.39837300038374, -82.98400700047063 42.39841199978216, -82.9818760005705 42.39904199963263, -82.98044599993175 42.39946499984591, -82.97696400010014 42.40048499968874, -82.97525699956358 42.40093699977254, -82.97303300032203 42.40146500005361, -82.97197800019205 42.40171500034136, -82.97094400026623 42.40196099990005, -82.97048400038794 42.40206499970784, -82.97016499999081 42.40214699981886, -82.96960800050707 42.402281000342306, -82.96889299966251 42.40246699989965, -82.9686080005615 42.402542000034636, -82.96821500002024 42.402640999554116, -82.96777600021456 42.40275099983187, -82.96630499973394 42.40312100038068, -82.96570999986395 42.403276999699756, -82.96546377816661 42.40334579187391, -82.96546130994334 42.403341441212184, -82.96530299995744 42.40310499999469, -82.9643079995646 42.40160399984771, -82.96329500045739 42.40007499988727, -82.96316700028986 42.399881999760915, -82.96215299995595 42.39835299988976, -82.96111499947216 42.396780000362554, -82.96108300007543 42.39665700035577, -82.96108000056516 42.39653200012803, -82.96101499939579 42.396379000247414, -82.96011100011425 42.39499499969019, -82.96123099959712 42.39459299986802, -82.96219500055437 42.39424400024874, -82.96315899964833 42.393896000125515, -82.96413599948944 42.393545000128306, -82.96508299959196 42.393205000249104, -82.96600900017837 42.39287300037331, -82.96704500056141 42.39250000018597, -82.96808899979271 42.39212399986141, -82.96916099960129 42.391739000001955, -82.97023399952126 42.3913530003141, -82.97130600013406 42.39096599961514, -82.9723729997384 42.3905789995926, -82.97343100015583 42.390198999814984, -82.97448799995601 42.389818999679974, -82.97584899959158 42.38933199966784)))",1,2,2,2,Chandler Park,25,18822.43192,Chandler Park,496.783595203,4,105,18822.43192,21639806.8475
"MULTIPOLYGON (((-82.96784188332737 42.38369428993735, -82.96783405119604 42.383694710412215, -82.96664963426004 42.383753947450884, -82.96537071920443 42.383824073447165, -82.96482382447927 42.38391513979821, -82.96420261593452 42.38405960890028, -82.96305690157483 42.38434160197809, -82.96191657107609 42.384621307684924, -82.96081988241502 42.38488803749395, -82.95980952891219 42.385133765159026, -82.95877877695408 42.38538418355639, -82.9577302187362 42.38563752397395, -82.95668532232527 42.38585200168463, -82.9556114914669 42.38603513545052, -82.95426157902108 42.38626101772899, -82.95294636153653 42.38647768084125, -82.95188847790259 42.38663836730543, -82.9507466047954 42.38681440520837, -82.94975557108008 42.38697096432411, -82.9487051164924 42.387139923952006, -82.94768983766149 42.3872984968261, -82.94768565370629 42.387302137897905, -82.94664400037011 42.38746899980934, -82.9467349998866 42.3870430001067, -82.94687599948826 42.38699000017932, -82.94620599995496 42.38596100018797, -82.9460600005121 42.38586000026303, -82.94572600016383 42.38534399981259, -82.94579900009705 42.38531599972569, -82.94543300041447 42.384739000318206, -82.94391100014965 42.38241800037049, -82.94300100036739 42.381038999572496, -82.94283799968741 42.38109400036931, -82.94258000040189 42.38110699960585, -82.94234999993054 42.38074799959342, -82.94237500017844 42.38064300042707, -82.94241399970498 42.38045699997489, -82.94257199965529 42.380395000213554, -82.9413139995464 42.37846899962601, -82.93994900009321 42.376406000444966, -82.93973399974472 42.376071000321645, -82.93968100007079 42.37598800025319, -82.93958999973226 42.376003999708885, -82.93952800019281 42.37600700041008, -82.93947600024588 42.3760049997509, -82.93942599954035 42.375992999765316, -82.93938200037515 42.37596899959899, -82.93935400053016 42.37593700037148, -82.93885299965288 42.37515399970794, -82.93913399976483 42.37503799984286, -82.93952999945873 42.37487500018234, -82.94021899956172 42.374578999767735, -82.94042300044462 42.374493999847694, -82.94113300003885 42.374200999576935, -82.94134499984884 42.37411600031643, -82.94219499987885 42.3737729999633, -82.94318400026964 42.373363999962585, -82.94336699963632 42.37328899997836, -82.94415999995083 42.37296299996947, -82.9445269998728 42.372811999788354, -82.94524899940397 42.37251499972064, -82.94571999996941 42.372320000130145, -82.94633000031604 42.37206800027805, -82.9466959999066 42.371916999609496, -82.94733900032463 42.37165199985519, -82.9475480000828 42.37156599996975, -82.94828999970451 42.37125999976852, -82.94846399969369 42.371188999627165, -82.94874500033542 42.37107400020347, -82.94891000048212 42.37102099991027, -82.9490810002007 42.37097799966213, -82.94920900049216 42.370953000230955, -82.94929699942388 42.37094199988946, -82.94945300029875 42.37092400028066, -82.95035899985373 42.37083600041039, -82.95043399964837 42.37082899968309, -82.95156500049293 42.37071900001348, -82.95276500011514 42.37060200036807, -82.95373699973473 42.37050800011093, -82.95401100032126 42.37048099984867, -82.95476799955314 42.37040800007388, -82.95582399955033 42.3703059999172, -82.95650399971086 42.37023999955926, -82.95692199971579 42.37020000040699, -82.95798299963786 42.370094999817475, -82.95890500022243 42.37000099962123, -82.96038600030008 42.372268999832166, -82.96132699997796 42.37371000019337, -82.96253500052273 42.37556899960353, -82.96412999948016 42.378009000388886, -82.96561899960567 42.38029000024194, -82.96754800048936 42.38324399976914, -82.96784188332737 42.38369428993735)))",1,3,3,3,Fox Creek,60,30500.9332741,Riverbend,1159.77563198,4,100,22537.8470224,31188710.5449
"MULTIPOLYGON (((-82.95140600040769 42.3550279999058, -82.95291500041499 42.3548679995964, -82.95651100000292 42.36132300006047, -82.95665899990365 42.361554999991405, -82.95813500001313 42.36393199981503, -82.95786700001814 42.364271999707285, -82.95843499973896 42.36512399968056, -82.95923800039586 42.366340000205525, -82.95950399954341 42.3667539998569, -82.95957200029092 42.36691800004726, -82.95961800026916 42.36713800026698, -82.95961699952812 42.36730199968041, -82.95957399967095 42.367513999565766, -82.95951999970757 42.3676710003958, -82.95946699957483 42.36775599966642, -82.95902500007966 42.368360999708855, -82.95887400014405 42.36857699969588, -82.95881099940594 42.36869799959066, -82.95876499966528 42.368787000400786, -82.95873100042812 42.36890900011169, -82.95870200006858 42.369011999878936, -82.95868899977333 42.369265000358006, -82.95872800027985 42.36951499993344, -82.95890500022243 42.37000099962123, -82.95798299963786 42.370094999817475, -82.95692199971579 42.37020000040699, -82.95650399971086 42.37023999955926, -82.95582399955033 42.3703059999172, -82.95476799955314 42.37040800007388, -82.95401100032126 42.37048099984867, -82.95373699973473 42.37050800011093, -82.95276500011514 42.37060200036807, -82.95156500049293 42.37071900001348, -82.95043399964837 42.37082899968309, -82.95035899985373 42.37083600041039, -82.94945300029875 42.37092400028066, -82.94929699942388 42.37094199988946, -82.94920900049216 42.370953000230955, -82.9490810002007 42.37097799966213, -82.94891000048212 42.37102099991027, -82.94874500033542 42.37107400020347, -82.94846399969369 42.371188999627165, -82.94828999970451 42.37125999976852, -82.9475480000828 42.37156599996975, -82.94733900032463 42.37165199985519, -82.9466959999066 42.371916999609496, -82.94633000031604 42.37206800027805, -82.94571999996941 42.372320000130145, -82.94524899940397 42.37251499972064, -82.9445269998728 42.372811999788354, -82.94415999995083 42.37296299996947, -82.94336699963632 42.37328899997836, -82.94318400026964 42.373363999962585, -82.94219499987885 42.3737729999633, -82.94134499984884 42.37411600031643, -82.94113300003885 42.374200999576935, -82.94042300044462 42.374493999847694, -82.94021899956172 42.374578999767735, -82.93952999945873 42.37487500018234, -82.93913399976483 42.37503799984286, -82.93885299965288 42.37515399970794, -82.93876199947691 42.374742000212784, -82.9374019994781 42.37269300024801, -82.93496399950864 42.36907000006565, -82.93348599993358 42.36684799972356, -82.93233599968761 42.36513199973022, -82.93053999986014 42.36241699999911, -82.93035400023444 42.36214000022305, -82.93094699985997 42.36190300000624, -82.93069700013264 42.36152499988745, -82.9302930001171 42.36091400009013, -82.93001099950881 42.360492000130805, -82.9299850005 42.36044599960528, -82.92996800032861 42.36039799966789, -82.92996199958057 42.36036499959717, -82.92992300002805 42.36029700004963, -82.92934399954261 42.35944800008934, -82.92883600019272 42.35869700026503, -82.92862300053811 42.35836200011071, -82.92858700028683 42.3583019996459, -82.92865999992607 42.35824899968718, -82.93110800008431 42.357489999568976, -82.93196299969283 42.357336000226105, -82.93574100048298 42.356660000278296, -82.94186099960478 42.35603899956516, -82.94333900025798 42.35593600022542, -82.94455499981186 42.355765000224096, -82.94538199971575 42.35568599986754, -82.94594900048992 42.355632000122434, -82.94823599954083 42.35527000039436, -82.95140600040769 42.3550279999058)))",2,4,4,4,Jefferson Chalmers,97,25466.5795687,Jefferson Chalmers,901.711919191,4,101,25466.5795687,39278414.0858
"MULTIPOLYGON (((-83.25748031955806 42.414596861693845, -83.25729235319963 42.4111874054147, -83.25711026993632 42.40746812963904, -83.2571180000153 42.40746800000779, -83.25783799979222 42.407461000345556, -83.2583850004152 42.40745600003048, -83.25959400003428 42.407441999924956, -83.26080199975954 42.40743200009067, -83.26203999983078 42.4074389999523, -83.26338400053064 42.40744199985611, -83.26354599955164 42.407440999784264, -83.26359599955255 42.40744800038817, -83.26364399941176 42.40746099963844, -83.26368899986574 42.40747900012694, -83.26375100018439 42.40752199971336, -83.2706829994038 42.40742600024572, -83.27507600020036 42.407507999861245, -83.27509799944268 42.407499999866104, -83.27548699976182 42.40750599961924, -83.2766860002713 42.4074580000293, -83.27668099996663 42.40727800039367, -83.2771310001526 42.407277999887036, -83.27718600023613 42.4089810000494, -83.27721199971484 42.40955199959537, -83.27723200018778 42.4099399998344, -83.27724899989097 42.41046499955643, -83.27728399940695 42.4115299997145, -83.27729800030707 42.41204099959312, -83.27730600050522 42.41252200010715, -83.27730800038036 42.41277799996436, -83.27732399969138 42.41317499968388, -83.2773890004157 42.41432499957509, -83.27740499948402 42.41452999980062, -83.27696699954923 42.41453499969934, -83.27490500059201 42.4145759997369, -83.2723490002429 42.41462599991314, -83.26990200045914 42.41467100022861, -83.26898599956655 42.41469100017256, -83.26699399980203 42.41472400018697, -83.26684699988826 42.41472399987825, -83.26632000049659 42.4147269996329, -83.26543799978815 42.41468499994079, -83.26478799958073 42.41466599992592, -83.26432599995283 42.41466200005112, -83.2639020005116 42.414654999747285, -83.26358399990754 42.414644999682665, -83.26330999977527 42.41464799973804, -83.26234300004549 42.4146119996335, -83.26172399948705 42.414583999642424, -83.2597640003113 42.414585000295055, -83.25888799985142 42.41458600005504, -83.25866100019194 42.41458099985964, -83.25748031955806 42.414596861693845)))",1,9,9,9,Riverdale,162,24864.047192,Riverdale,525.060549069,1,29,16111.0818912,14090035.1518
"MULTIPOLYGON (((-82.94664400037011 42.38746899980934, -82.9476989997471 42.3872999999347, -82.94936499983004 42.3897860003293, -82.94957599979536 42.39010299993086, -82.95084300006204 42.39199500016932, -82.95103299944489 42.392279000183834, -82.95204899957292 42.39379600040001, -82.95264600004457 42.39469199959012, -82.95309099995889 42.39535799971543, -82.95320099967716 42.39551200021467, -82.95325699961369 42.395585000135256, -82.95449200024404 42.397020999788054, -82.95584399946195 42.39857699981137, -82.95596299944293 42.39871400034778, -82.95616700049312 42.39897399956279, -82.95681199983731 42.39993399981871, -82.95690199984357 42.40008899983957, -82.95696499995991 42.400221999648124, -82.95754200051728 42.40114099988042, -82.9577269993958 42.401595000148184, -82.95784100047325 42.401817000276914, -82.95796300052565 42.40199900012143, -82.95898699953953 42.40352299956717, -82.95978800001114 42.404718999912404, -82.95997299968683 42.40500699996851, -82.95809599979447 42.4055870001222, -82.95709100047607 42.40588100018349, -82.95626899963362 42.406136000105995, -82.95557800039101 42.40634600041307, -82.9554820005301 42.40637499989676, -82.95454200027852 42.40661600027123, -82.95395699966774 42.40676000014364, -82.95244899976899 42.407114000279776, -82.95166200025442 42.40732999965711, -82.9511560000268 42.40750300034056, -82.95051699953962 42.407763000055496, -82.95028099975596 42.40786000016111, -82.95009900008066 42.4079420004219, -82.94893400019268 42.408586000126434, -82.94841499988487 42.408939999745975, -82.94821399956028 42.40909099965259, -82.94652099997172 42.41036199991069, -82.94498899948105 42.411515999695304, -82.94418799958719 42.41211999966829, -82.94405100004074 42.41222299984489, -82.94321700048545 42.41286100044639, -82.9429899996313 42.4127669998105, -82.94284500016151 42.41270000007577, -82.94253600030858 42.41255699982913, -82.94239900050434 42.412440999683874, -82.94228200015155 42.41234199980311, -82.94200200053454 42.41196500023865, -82.94083899961079 42.41019099995818, -82.93982399989922 42.408655000179806, -82.9396659999513 42.408597999617974, -82.93958599993192 42.40851399983714, -82.93909999973553 42.40777099956258, -82.93857799962038 42.406978999883655, -82.93804299950634 42.40616400025613, -82.93750600011609 42.40534899977248, -82.9370169995742 42.40460599986773, -82.9366649998144 42.40406500043219, -82.93640000049379 42.403666999613336, -82.9357910000982 42.40274000012925, -82.93529400027334 42.40198200023306, -82.93469400040208 42.401068999594315, -82.93395500040268 42.39993900007422, -82.93325400020504 42.398869999763086, -82.93253200008978 42.3977640003577, -82.93181999948352 42.396676999765894, -82.93111000030643 42.3955940004473, -82.93038299999385 42.394480000269745, -82.92971699980605 42.39346199960786, -82.92918099962728 42.39253299965758, -82.92905499951657 42.392215000219096, -82.93032500028345 42.39168899995405, -82.93144799970845 42.39124300027284, -82.93193100015395 42.39106099964163, -82.93243999971303 42.39086900014712, -82.93343099954755 42.390501000029964, -82.93440000025554 42.390159000095, -82.93463400028051 42.39007900018368, -82.93536999976409 42.389827000237084, -82.93550299995918 42.389782000135995, -82.93609999964234 42.389595999879866, -82.93635200003902 42.38952200035967, -82.93720499970811 42.389288000328634, -82.93734699994964 42.3892540002274, -82.93764300007292 42.38918200043471, -82.93834300015484 42.38901599992699, -82.93921899980137 42.388815000169195, -82.93941600003969 42.38877099987842, -82.93960299997246 42.38872800001513, -82.94057099956422 42.388543000295456, -82.94088999965228 42.38847900029474, -82.94166200039695 42.38834399997907, -82.9422099996821 42.388247000283165, -82.94259000054497 42.38818299982813, -82.94274299991054 42.38815399957112, -82.94335300023324 42.388047000022674, -82.94403899992466 42.387925000105355, -82.94447300019165 42.38784700014501, -82.94560199951205 42.3876479996489, -82.94647000035287 42.38749499995553, -82.94664400037011 42.38746899980934)))",1,5,5,5,Morningside,123,26596.6920683,Morningside,964.17407249,4,97,26596.6920683,41999254.6002
"MULTIPOLYGON (((-82.91065100043284 42.4171169997194, -82.91069000002389 42.416949000343166, -82.91080399982695 42.41698800010482, -82.91082799988136 42.41685800019473, -82.91107400057594 42.41605099980416, -82.91124000006805 42.41560299999684, -82.91143200048408 42.41518099975655, -82.91187299965223 42.41424000017838, -82.91222700031355 42.4134469999727, -82.91226600040245 42.41333900022977, -82.91258400058454 42.412654000234205, -82.91271299971876 42.41233700016418, -82.91279200055915 42.41214799993409, -82.91266300044356 42.412148000361945, -82.91274299992199 42.411964999901, -82.91280099987411 42.411829999765835, -82.91288700031033 42.411633999976715, -82.91296900043054 42.4114590000738, -82.91306699990533 42.41147399999817, -82.91326100015972 42.41104899977942, -82.91338499963 42.41077899958288, -82.91377500032694 42.40994400026646, -82.91394400006563 42.4095529999926, -82.9145199999762 42.40834599994316, -82.91475099964362 42.407864999952004, -82.91501900056096 42.40729000026861, -82.91570300023575 42.4058249999366, -82.91609700054042 42.4049819999716, -82.91636800056375 42.40449799968581, -82.91684299967743 42.403623999619974, -82.91719999971372 42.40294900038177, -82.91741999961963 42.40249599973637, -82.91777599963181 42.40173900024593, -82.91840600018834 42.400410000124836, -82.91878300033908 42.399627000004045, -82.91892999963198 42.399362000286146, -82.91916900055429 42.398998999722856, -82.91924700057507 42.39888100032546, -82.9198430001546 42.39804299984782, -82.9202249998076 42.397502999927845, -82.92045100022702 42.39718399997493, -82.92113800019293 42.39619800036717, -82.9214069995765 42.395805999813966, -82.92167400055789 42.39546599996824, -82.92173199997437 42.39540899972125, -82.92218099979098 42.394953999973865, -82.92239899948929 42.3948289998532, -82.92310200021693 42.39589899965998, -82.92353799954964 42.39655900005198, -82.92375000009771 42.3968789997456, -82.9239660004887 42.397206000220464, -82.92519799990485 42.3990750002932, -82.92582900030295 42.40003099968043, -82.92626599984482 42.40069300042845, -82.9266699996314 42.40130699975191, -82.92712500041611 42.40199800009406, -82.92755100045567 42.40264499997076, -82.92798100054713 42.403300000456944, -82.92839900035906 42.40393199982008, -82.92870599990067 42.40439700039456, -82.92884099944041 42.40460099998828, -82.92927300041046 42.40524800043269, -82.9298299998528 42.4060749997223, -82.93009199961602 42.406472999914534, -82.93092499969255 42.407762000294206, -82.93188900054223 42.40921800019276, -82.93199699972168 42.40938700003929, -82.93300500007466 42.41092400023378, -82.93312499963385 42.411106999810094, -82.93323099975186 42.411257999771365, -82.93414199945046 42.412640999824994, -82.93521400033403 42.414269000392096, -82.93547700031853 42.414664999953914, -82.93637299984626 42.416044000064005, -82.9366369994717 42.41643599972398, -82.93688899969086 42.416827000418756, -82.93692799962852 42.41688799974132, -82.93714499956909 42.41720899976591, -82.93689799942494 42.41734800032869, -82.93680200034062 42.41739899973136, -82.9364139997593 42.41760500001147, -82.93532899951211 42.41814200017927, -82.9348940000913 42.418357000017025, -82.93448099940953 42.41859999961559, -82.93412599948977 42.418818999786765, -82.933455999441 42.41924800017624, -82.93315200011259 42.41946900035111, -82.93282300025349 42.41971999976148, -82.93236499982605 42.42009499991676, -82.9321259999502 42.42030699970938, -82.93205700021234 42.42036899982467, -82.93170300042992 42.420722999764585, -82.93137499953487 42.42107099978228, -82.93097099988701 42.42152800040295, -82.93065999977601 42.42190899956293, -82.93028600027063 42.422406000244855, -82.92980799967378 42.423031999675864, -82.92881599943601 42.424296999569215, -82.92874499981163 42.4243870000127, -82.9285100003519 42.4246849996158, -82.92844800041269 42.42476399983124, -82.92797199970529 42.42537600032968, -82.92782199944283 42.42555599971008, -82.92749500008033 42.42597500034253, -82.92730599986153 42.425873000404394, -82.927151000601 42.42578900000034, -82.92661200020584 42.425565999737245, -82.9256990004004 42.425187000176614, -82.92475200016504 42.424792999986344, -82.92381299991395 42.42440599960485, -82.92286900044071 42.42401599960044, -82.92189499962168 42.42361299965101, -82.9209369994097 42.42321700020377, -82.91988699967352 42.422782999950904, -82.9186409998584 42.42227600036012, -82.91799199952175 42.42201199981443, -82.91741899963768 42.42178199979441, -82.91632799990707 42.4213489998952, -82.91625900009511 42.42132900032971, -82.91611100037424 42.421272000279565, -82.91530899949531 42.42094600007778, -82.9147190004046 42.420701999686074, -82.91056499942925 42.41879200014441, -82.91061799989146 42.41838899975889, -82.91066299963194 42.41802999985559, -82.91067600008022 42.41780400019479, -82.91073199982355 42.417374999580296, -82.91077200008326 42.41716100015693, -82.91065100043284 42.4171169997194)))",1,6,6,6,Cornerstone Village,34,28033.5146375,Cornerstone Village,981.602779558,4,92,28033.5146375,42758446.0432
"MULTIPOLYGON (((-82.9407410000939 42.45022400026882, -82.94189800010248 42.449036999843614, -82.94198500054901 42.44894300023139, -82.94230000050663 42.44860700038977, -82.94258999964394 42.4482790001083, -82.94267700016196 42.448169999851764, -82.94306300005064 42.44765599955946, -82.94320700058445 42.44746699979636, -82.94337800018545 42.44724100010716, -82.94377299960519 42.44671299969443, -82.94404400005968 42.44634999995579, -82.94476400014904 42.44539600006987, -82.94535299993642 42.44460699989067, -82.94582500057068 42.443982000418885, -82.94612700051285 42.44357499986758, -82.94635399975019 42.44327200017155, -82.94665400030355 42.44286899999733, -82.94712299982837 42.442244000243946, -82.94741200008623 42.441860999625405, -82.94748100055251 42.44175500002849, -82.94752899947461 42.4416799999206, -82.94783999976822 42.44126600040505, -82.94815699974271 42.44084399997907, -82.94855699987211 42.44031100026231, -82.94885400025807 42.4399370002577, -82.94896799951805 42.43979799971778, -82.9491879997685 42.439505999651374, -82.94954699970711 42.439027999882754, -82.94975099952019 42.43875600023934, -82.95026600052952 42.43806900038778, -82.95078599961597 42.43738200026328, -82.95130799982508 42.436690999722146, -82.95160299993209 42.4362970002461, -82.95182600052617 42.43600099971101, -82.95212799972899 42.4356019995962, -82.9523279998585 42.43566699957611, -82.95238599979626 42.43568599990863, -82.9533229994804 42.435673000081685, -82.955001000566 42.43564799960879, -82.95506200011475 42.435637999956505, -82.95513200051586 42.43561399976918, -82.9553719998337 42.43546800032442, -82.95577600052022 42.435579999974415, -82.95587799967626 42.43559099973856, -82.95603200030158 42.43559899997223, -82.95821500010209 42.43559299967034, -82.96063899959617 42.435553000444486, -82.96203100033892 42.43552099993922, -82.96306899942019 42.4354960003388, -82.96547199951819 42.43542300039038, -82.96793500035977 42.43534899989619, -82.9686189998535 42.43532899984813, -82.9703880005958 42.43527600008069, -82.97161899966626 42.43523999973701, -82.97271000042518 42.43520800017466, -82.97528000021585 42.43513300017091, -82.97769599992331 42.43507700019384, -82.97711400009894 42.43595999998416, -82.97690000049232 42.43628300014593, -82.97648100050256 42.43692100025364, -82.97631700029389 42.43716700042657, -82.97598199957929 42.43767500039502, -82.9756930005462 42.4381170000144, -82.9753730001151 42.43860499992689, -82.97498399992423 42.439194999768645, -82.97460299975543 42.43977399959848, -82.97446399982833 42.439984999894456, -82.9739239995191 42.44081599991471, -82.9733590004056 42.44166500015753, -82.972806999872 42.4425010002576, -82.97220900044869 42.44340500029779, -82.97157600035673 42.444359999637044, -82.97098699965909 42.44525600030377, -82.97078100000721 42.445564999897385, -82.97037100053913 42.44618300008326, -82.96975900013983 42.44710499991321, -82.96915100015943 42.44802399970358, -82.96854100053429 42.44894499957286, -82.96793800007347 42.44983600041326, -82.96769099941373 42.44984299966228, -82.96609300015989 42.44988600033906, -82.96472799993663 42.44991099956237, -82.96465599990559 42.44991199975366, -82.96389000004132 42.449926999714826, -82.96367299977378 42.44993100008813, -82.96339899980558 42.44993499965554, -82.96327799959604 42.449937000427944, -82.9611120002787 42.44997000009531, -82.96099900011006 42.449972000115864, -82.95863600016692 42.45001300001909, -82.95773600032258 42.45002599975278, -82.9577059994518 42.450025999781886, -82.95684000005586 42.45003899965005, -82.95660599947149 42.45004200044037, -82.956210000387 42.450047999865696, -82.95606399990804 42.45005100008053, -82.95548299973645 42.45006300031365, -82.95389000027514 42.450092000016795, -82.9537499997092 42.450094999796534, -82.95273199967505 42.450115000387335, -82.9514079999355 42.450140999882706, -82.95131499957368 42.450142999768715, -82.94963499972184 42.45017500038069, -82.94945200026622 42.45017800001192, -82.94883899946655 42.450189999561374, -82.94847800019083 42.450197000184026, -82.94757700053263 42.45021400039588, -82.94639199952478 42.45022899961775, -82.94605500031345 42.450228000424325, -82.9455169999144 42.45022400040691, -82.9437639994657 42.4501989999012, -82.94331000035992 42.45019300013999, -82.9429950001847 42.4501989997836, -82.94263100003656 42.45020499972249, -82.94214900004162 42.450214000354244, -82.94162000029013 42.450223999907706, -82.94128300011309 42.45022999994771, -82.94098000018268 42.450226999790374, -82.9407410000939 42.45022400026882)))",2,7,7,7,Regent Park,161,26427.6387815,Regent Park,857.851272012,3,72,26427.6387815,37367851.937
